107374182416,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.add_or_remove_center,<empty>,,false,187,238,add_or_remove_center,6753,8581,29,
107374182417,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.search_center_by_name,<empty>,,false,239,256,search_center_by_name,8581,9240,31,
107374182418,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.list_users_and_reservations,<empty>,,false,257,284,list_users_and_reservations,9240,10215,33,
107374182419,METHOD,<empty>,<empty>,<empty>,1,80,Project.py,Project.py:<module>.accept_reservation,<empty>,,false,285,318,accept_reservation,10215,11465,35,
107374182420,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.view_centers,<empty>,,false,319,331,view_centers,11465,11883,37,
107374182421,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.reserve_vaccination,<empty>,,false,332,371,reserve_vaccination,11883,13090,39,
107374182422,METHOD,<empty>,<empty>,<empty>,1,80,Project.py,Project.py:<module>.view_vaccination_date,<empty>,,false,372,391,view_vaccination_date,13090,13841,41,
107374182423,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.admin_menu,<empty>,,false,392,412,admin_menu,13841,14565,43,
107374182424,METHOD,<empty>,<empty>,<empty>,1,80,Project.py,Project.py:<module>.user_menu,<empty>,,false,413,432,user_menu,14565,15240,45,
107374182425,METHOD,<empty>,<empty>,<empty>,1,0,Project.py,Project.py:<module>.main,<empty>,,false,433,458,main,15240,15943,47,
107374182426,METHOD,<empty>,<empty>,<empty>,1,31,ast_demo.py,ast_demo.py:<module>,<empty>,,false,1,48,<module>,0,1465,1,
107374182427,METHOD,<empty>,<empty>,<empty>,1,46,scalene_demo.py,scalene_demo.py:<module>,<empty>,,false,1,47,<module>,0,1472,1,
107374182428,METHOD,<empty>,<empty>,<empty>,1,0,scalene_demo.py,scalene_demo.py:<module>.generate_bulk_users,<empty>,,false,11,31,generate_bulk_users,329,1004,1,
107374182429,METHOD,<empty>,<empty>,<empty>,1,0,scalene_demo.py,scalene_demo.py:<module>.process_users,<empty>,,false,32,36,process_users,1004,1151,3,
107374182430,METHOD,<empty>,<empty>,<empty>,1,0,scalene_demo.py,scalene_demo.py:<module>.calculate_stats,<empty>,,false,37,41,calculate_stats,1151,1283,5,
107374182431,METHOD,<empty>,<empty>,<empty>,1,25,trace_demo.py,trace_demo.py:<module>,<empty>,,false,1,40,<module>,0,1217,1,
107374182432,METHOD,<empty>,<empty>,<empty>,1,0,trace_demo.py,trace_demo.py:<module>.my_tracer,<empty>,,false,19,28,my_tracer,442,796,1,
107374182433,METHOD,<empty>,<empty>,<empty>,1,0,trace_demo.py,trace_demo.py:<module>.check_registration,<empty>,,false,29,35,check_registration,796,1039,3,
107374182434,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.logicalAnd,<empty>,,true,,,<operator>.logicalAnd,,,0,
107374182435,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.greaterThan,<empty>,,true,,,<operator>.greaterThan,,,0,
107374182436,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.logicalNot,<empty>,,true,,,<operator>.logicalNot,,,0,
107374182437,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.listLiteral,<empty>,,true,,,<operator>.listLiteral,,,0,
107374182438,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.notIn,<empty>,,true,,,<operator>.notIn,,,0,
107374182439,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.formatString,<empty>,,true,,,<operator>.formatString,,,0,
107374182440,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.setLiteral,<empty>,,true,,,<operator>.setLiteral,,,0,
107374182441,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.fieldAccess,<empty>,,true,,,<operator>.fieldAccess,,,0,
107374182442,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.genExp,<empty>,,true,,,<operator>.genExp,,,0,
107374182443,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.notEquals,<empty>,,true,,,<operator>.notEquals,,,0,
107374182444,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.multiplication,<empty>,,true,,,<operator>.multiplication,,,0,
107374182445,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.stringExpressionList,<empty>,,true,,,<operator>.stringExpressionList,,,0,
107374182446,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.addition,<empty>,,true,,,<operator>.addition,,,0,
107374182447,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.formattedValue,<empty>,,true,,,<operator>.formattedValue,,,0,
107374182448,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.dictLiteral,<empty>,,true,,,<operator>.dictLiteral,,,0,
107374182449,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.logicalOr,<empty>,,true,,,<operator>.logicalOr,,,0,
107374182450,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.equals,<empty>,,true,,,<operator>.equals,,,0,
107374182451,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.greaterEqualsThan,<empty>,,true,,,<operator>.greaterEqualsThan,,,0,
107374182452,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.indexAccess,<empty>,,true,,,<operator>.indexAccess,,,0,
107374182453,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.in,<empty>,,true,,,<operator>.in,,,0,
107374182454,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.modulo,<empty>,,true,,,<operator>.modulo,,,0,
107374182455,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.assignment,<empty>,,true,,,<operator>.assignment,,,0,
107374182456,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.tupleLiteral,<empty>,,true,,,<operator>.tupleLiteral,,,0,
107374182457,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,sys.py:<module>.<member>(platform).startswith,<empty>,,true,,,startswith,,,0,
107374182458,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,io.py:<module>.TextIOWrapper.__init__,<empty>,,true,,,__init__,,,0,
107374182459,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,os.py:<module>.<member>(path).exists,<empty>,,true,,,exists,,,0,
107374182460,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,os.py:<module>.<member>(path).getsize,<empty>,,true,,,getsize,,,0,
107374182461,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load,<empty>,,true,,,load,,,0,
107374182462,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.open,<empty>,,true,,,open,,,0,
107374182463,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.open.<returnValue>.,<empty>,,true,,,__builtin.open.<returnValue>.,,,0,
107374182464,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.dump,<empty>,,true,,,dump,,,0,
107374182465,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>.get,<empty>,,true,,,get,,,0,
107374182466,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load.<returnValue>.__iter__,<empty>,,true,,,__iter__,,,0,
107374182467,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__,<empty>,,true,,,__next__,,,0,
107374182468,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.any,<empty>,,true,,,any,,,0,
107374182469,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,os.py:<module>.urandom,<empty>,,true,,,urandom,,,0,
107374182470,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,os.py:<module>.urandom.<returnValue>.hex,<empty>,,true,,,hex,,,0,
107374182471,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load.<returnValue>.append,<empty>,,true,,,append,,,0,
107374182472,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input,<empty>,,true,,,input,,,0,
107374182473,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip,<empty>,,true,,,strip,,,0,
107374182474,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.print,<empty>,,true,,,print,,,0,
107374182475,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.isdigit,<empty>,,true,,,isdigit,,,0,
107374182476,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.int<meta>,<empty>,,true,,,int<meta>,,,0,
107374182477,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,datetime.py:<module>.<member>(date).fromisoformat,<empty>,,true,,,fromisoformat,,,0,
107374182478,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.lower,<empty>,,true,,,lower,,,0,
107374182479,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,hashlib.py:<module>.sha256,<empty>,,true,,,sha256,,,0,
107374182480,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,hashlib.py:<module>.sha256.<returnValue>.hexdigest,<empty>,,true,,,hexdigest,,,0,
107374182481,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,re.py:<module>.match,<empty>,,true,,,match,,,0,
107374182482,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.bool<meta>,<empty>,,true,,,bool<meta>,,,0,
107374182483,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.len,<empty>,,true,,,len,,,0,
107374182484,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.max,<empty>,,true,,,max,,,0,
107374182485,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next,<empty>,,true,,,next,,,0,
107374182486,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next.<returnValue>.get,<empty>,,true,,,get,,,0,
107374182487,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range,<empty>,,true,,,range,,,0,
107374182488,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range<meta>,<empty>,,true,,,range<meta>,,,0,
107374182489,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range.<returnValue>.__iter__,<empty>,,true,,,__iter__,,,0,
107374182490,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range<meta>.<returnValue>.__iter__,<empty>,,true,,,__iter__,,,0,
107374182491,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range.<returnValue>.__iter__.__next__,<empty>,,true,,,__next__,,,0,
107374182492,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.range<meta>.<returnValue>.__iter__.__next__,<empty>,,true,,,__next__,,,0,
107374182493,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.split.__iter__.__next__.<returnValue>.strip,<empty>,,true,,,strip,,,0,
107374182494,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next.<returnValue>.<indexAccess>.__iter__.__next__.<returnValue>.strip,<empty>,,true,,,strip,,,0,
107374182495,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.list.append,<empty>,,true,,,append,,,0,
107374182496,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.split,<empty>,,true,,,split,,,0,
107374182497,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.split.__iter__,<empty>,,true,,,__iter__,,,0,
107374182498,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.split.__iter__.__next__,<empty>,,true,,,__next__,,,0,
107374182499,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,json.py:<module>.load.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>.<indexAccess>.lower,<empty>,,true,,,lower,,,0,
107374182500,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.list.__iter__.<returnValue>.__next__.<returnValue>.<indexAccess>.lower,<empty>,,true,,,lower,,,0,
107374182501,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.str.join,<empty>,,true,,,join,,,0,
107374182502,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.list.__iter__,<empty>,,true,,,__iter__,,,0,
107374182503,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.list.__iter__.<returnValue>.__next__,<empty>,,true,,,__next__,,,0,
107374182504,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.dict.get,<empty>,,true,,,get,,,0,
107374182505,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,random.py:<module>.randint,<empty>,,true,,,randint,,,0,
107374182506,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,datetime.py:<module>.<member>(date).today,<empty>,,true,,,today,,,0,
107374182507,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,datetime.py:<module>.timedelta,<empty>,,true,,,timedelta,,,0,
107374182508,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next.<returnValue>.<indexAccess>.__iter__,<empty>,,true,,,__iter__,,,0,
107374182509,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next.<returnValue>.<indexAccess>.__iter__.__next__,<empty>,,true,,,__next__,,,0,
107374182510,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.input.<returnValue>.strip.split.__iter__.__next__.<returnValue>.lower,<empty>,,true,,,lower,,,0,
107374182511,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.next.<returnValue>.<indexAccess>.__iter__.__next__.<returnValue>.lower,<empty>,,true,,,lower,,,0,
107374182512,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,ast.py:<module>.parse,<empty>,,true,,,parse,,,0,
107374182513,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,ast.py:<module>.dump,<empty>,,true,,,dump,,,0,
107374182514,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.str<meta>,<empty>,,true,,,str<meta>,,,0,
107374182515,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,scalene_demo.py:<module>.generate_bulk_users.<returnValue>.append,<empty>,,true,,,append,,,0,
107374182516,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,__builtin.list.__iter__.<returnValue>.__next__.<returnValue>.<indexAccess>.upper,<empty>,,true,,,upper,,,0,
107374182517,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,scalene_demo.py:<module>.generate_bulk_users.<returnValue>.__iter__.<returnValue>.__next__.<returnValue>.<indexAccess>.upper,<empty>,,true,,,upper,,,0,
107374182518,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,scalene_demo.py:<module>.generate_bulk_users.<returnValue>.__iter__,<empty>,,true,,,__iter__,,,0,
107374182519,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,scalene_demo.py:<module>.generate_bulk_users.<returnValue>.__iter__.<returnValue>.__next__,<empty>,,true,,,__next__,,,0,
107374182520,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,os.py:<module>.<member>(path).abspath,<empty>,,true,,,abspath,,,0,
107374182521,METHOD,<speculatedMethods>,NAMESPACE_BLOCK,<empty>,,,<empty>,sys.py:<module>.settrace,<empty>,,true,,,settrace,,,0,
